Bars

Member,Profile,Steel,Slenderness,NtRd,NbRd,Ned,Ratio,Result
Leg - Shaft 19,L70x70x7,S235,29.1,220.9,212.2,2.8,0.01,OK
Leg - Shaft 18,L70x70x7,S235,29.1,220.9,212.2,2.9,0.01,OK
Leg - Shaft 17,L70x70x7,S235,29.1,220.9,212.2,53.1,0.25,OK
Leg - Shaft 16,L70x70x7,S235,29.1,220.9,212.2,61.2,0.29,OK
Leg - Shaft 15,L70x70x7,S235,29.1,220.9,212.2,61.4,0.29,OK
Leg - Shaft 14,L70x70x7,S235,29.1,220.9,212.2,119.7,0.56,OK
Leg - Shaft 13,L70x70x7,S235,29.1,220.9,212.2,129.5,0.61,OK
Leg - Shaft 12,L70x70x10,S235,29.3,307.8,295.4,129.7,0.44,OK
Leg - Shaft 11,L70x70x10,S235,29.3,307.8,295.4,201.4,0.68,OK
Leg - Shaft 10,L70x70x10,S235,29.3,307.8,295.4,213.1,0.72,OK
Leg - Shaft 9,L70x70x10,S235,29.3,307.8,295.4,213.3,0.72,OK
Leg - Shaft 8,L70x70x10,S235,29.3,307.8,295.4,295.3,1.0,OK
Leg - Shaft 7,L70x70x10,S235,29.3,307.8,295.4,308.7,1.05,KO
Leg - Shaft 6,L70x70x10,S235,29.3,307.8,295.4,308.9,1.05,KO
Leg - Shaft 5,L70x70x10,S235,29.3,307.8,295.4,402.8,1.36,KO
Leg - Shaft 4,L70x70x10,S235,29.3,307.8,295.4,418.1,1.42,KO
Leg - Shaft 3,L70x70x10,S235,29.3,307.8,295.4,418.3,1.42,KO
Leg - Shaft 2,L70x70x10,S235,29.3,307.8,295.4,477.7,1.62,KO
Leg - Shaft 1,L70x70x10,S235,9.6,307.8,307.8,495.1,1.61,KO
Diagonal Bar - Shaft 17,L40x20x5,S235,142.3,65.1,17.5,16.7,0.95,OK
Diagonal Bar - Shaft 14,L40x20x5,S235,142.3,65.1,17.5,17.8,1.02,KO
Diagonal Bar - Shaft 11,L40x20x5,S235,142.3,65.1,17.5,21.2,1.21,KO
Diagonal Bar - Shaft 8,L40x20x5,S235,142.3,65.1,17.5,23.9,1.36,KO
Diagonal Bar - Shaft 5,L40x20x5,S235,142.3,65.1,17.5,27.1,1.55,KO
Diagonal Bar - Shaft 2,L40x20x5,S235,142.3,65.1,17.5,27.8,1.58,KO
Diagonal Bar - Shaft 1,L40x20x5,S235,119.9,65.1,22.8,18.3,0.8,OK
Horizontal Bar - Shaft 19,L40x20x5,S235,117.8,65.1,23.4,0.0,0.0,OK
Horizontal Bar - Shaft 17,L40x20x5,S235,117.8,65.1,23.4,8.5,0.36,OK
Horizontal Bar - Shaft 16,L40x20x5,S235,117.8,65.1,23.4,5.5,0.24,OK
Horizontal Bar - Shaft 15,L40x20x5,S235,127.1,65.1,26.2,0.0,0.0,OK
Horizontal Bar - Shaft 14,L40x20x5,S235,117.8,65.1,23.4,9.9,0.42,OK
Horizontal Bar - Shaft 13,L40x20x5,S235,117.8,65.1,23.4,6.5,0.28,OK
Horizontal Bar - Shaft 12,L40x20x5,S235,127.1,65.1,26.2,0.0,0.0,OK
Horizontal Bar - Shaft 11,L40x20x5,S235,117.8,65.1,23.4,11.7,0.5,OK
Horizontal Bar - Shaft 10,L40x20x5,S235,117.8,65.1,23.4,7.7,0.33,OK
Horizontal Bar - Shaft 9,L40x20x5,S235,127.1,65.1,26.2,0.0,0.0,OK
Horizontal Bar - Shaft 8,L40x20x5,S235,117.8,65.1,23.4,13.3,0.57,OK
Horizontal Bar - Shaft 7,L40x20x5,S235,117.8,65.1,23.4,8.7,0.37,OK
Horizontal Bar - Shaft 6,L40x20x5,S235,127.1,65.1,26.2,0.0,0.0,OK
Horizontal Bar - Shaft 5,L40x20x5,S235,117.8,65.1,23.4,15.1,0.64,OK
Horizontal Bar - Shaft 4,L40x20x5,S235,117.8,65.1,23.4,9.9,0.42,OK
Horizontal Bar - Shaft 3,L40x20x5,S235,127.1,65.1,26.2,0.0,0.0,OK
Horizontal Bar - Shaft 2,L40x20x5,S235,117.8,65.1,23.4,15.4,0.66,OK
Horizontal Bar - Shaft 1,L40x20x5,S235,117.8,65.1,23.4,12.8,0.55,OK

Connections

Member,Plate thickness,e1,e2,p1,p2,Steel Plate,Number of bolts,Bolts Size,Bolts steel,Ned,NRd,Ratio,Result
Diagonal Bar - Shaft 17,--,--,--,--,--,--,1,8.8,M12,16.7,32.4,0.52,OK
Diagonal Bar - Shaft 14,--,--,--,--,--,--,1,8.8,M12,17.8,32.4,0.55,OK
Diagonal Bar - Shaft 11,--,--,--,--,--,--,1,8.8,M12,21.2,32.4,0.65,OK
Diagonal Bar - Shaft 8,--,--,--,--,--,--,1,8.8,M12,23.9,32.4,0.74,OK
Diagonal Bar - Shaft 5,--,--,--,--,--,--,1,8.8,M12,27.1,32.4,0.84,OK
Diagonal Bar - Shaft 2,--,--,--,--,--,--,1,8.8,M12,27.8,32.4,0.86,OK
Diagonal Bar - Shaft 1,--,--,--,--,--,--,1,8.8,M12,18.5,32.4,0.57,OK
Horizontal Bar - Shaft 19,--,--,--,--,--,--,1,8.8,M12,0.0,32.4,0.0,OK
Horizontal Bar - Shaft 17,--,--,--,--,--,--,1,8.8,M12,8.5,32.4,0.26,OK
Horizontal Bar - Shaft 16,--,--,--,--,--,--,1,8.8,M12,5.5,32.4,0.17,OK
Horizontal Bar - Shaft 15,--,--,--,--,--,--,1,8.8,M12,0.0,32.4,0.0,OK
Horizontal Bar - Shaft 14,--,--,--,--,--,--,1,8.8,M12,9.9,32.4,0.31,OK
Horizontal Bar - Shaft 13,--,--,--,--,--,--,1,8.8,M12,6.5,32.4,0.2,OK
Horizontal Bar - Shaft 12,--,--,--,--,--,--,1,8.8,M12,0.0,32.4,0.0,OK
Horizontal Bar - Shaft 11,--,--,--,--,--,--,1,8.8,M12,11.7,32.4,0.36,OK
Horizontal Bar - Shaft 10,--,--,--,--,--,--,1,8.8,M12,7.7,32.4,0.24,OK
Horizontal Bar - Shaft 9,--,--,--,--,--,--,1,8.8,M12,0.0,32.4,0.0,OK
Horizontal Bar - Shaft 8,--,--,--,--,--,--,1,8.8,M12,13.3,32.4,0.41,OK
Horizontal Bar - Shaft 7,--,--,--,--,--,--,1,8.8,M12,8.7,32.4,0.27,OK
Horizontal Bar - Shaft 6,--,--,--,--,--,--,1,8.8,M12,0.0,32.4,0.0,OK
Horizontal Bar - Shaft 5,--,--,--,--,--,--,1,8.8,M12,15.1,32.4,0.47,OK
Horizontal Bar - Shaft 4,--,--,--,--,--,--,1,8.8,M12,9.9,32.4,0.31,OK
Horizontal Bar - Shaft 3,--,--,--,--,--,--,1,8.8,M12,0.0,32.4,0.0,OK
Horizontal Bar - Shaft 2,--,--,--,--,--,--,1,8.8,M12,15.4,32.4,0.48,OK
Horizontal Bar - Shaft 1,--,--,--,--,--,--,1,8.8,M12,12.8,32.4,0.4,OK

Shaft connections - Bolted 

Member,Plate thickness,e1,e2,p1,p2,Number of plates,Steel Plate,Number of bolts,Bolts Size,Bolts steel,NRd,Ned,Ratio,Result
Leg - Shaft 19,--,--,--,--,--,--,--,--,--,--,--,--,--,NA
Leg - Shaft 18,--,--,--,--,--,--,--,--,--,--,--,--,--,NA
Leg - Shaft 17,--,--,--,--,--,--,--,--,--,--,--,--,--,NA
Leg - Shaft 16,--,--,--,--,--,--,--,--,--,--,--,--,--,NA
Leg - Shaft 15,--,--,--,--,--,1,--,3,8.8,M12,61.2,97.1,0.63,OK
Leg - Shaft 14,--,--,--,--,--,--,--,--,--,--,--,--,--,NA
Leg - Shaft 13,--,--,--,--,--,--,--,--,--,--,--,--,--,NA
Leg - Shaft 12,--,--,--,--,--,1,--,3,8.8,M12,129.5,97.1,1.33,KO
Leg - Shaft 11,--,--,--,--,--,--,--,--,--,--,--,--,--,NA
Leg - Shaft 10,--,--,--,--,--,--,--,--,--,--,--,--,--,NA
Leg - Shaft 9,--,--,--,--,--,1,--,3,8.8,M12,213.1,97.1,2.19,KO
Leg - Shaft 8,--,--,--,--,--,--,--,--,--,--,--,--,--,NA
Leg - Shaft 7,--,--,--,--,--,--,--,--,--,--,--,--,--,NA
Leg - Shaft 6,--,--,--,--,--,1,--,3,8.8,M12,308.7,97.1,3.18,KO
Leg - Shaft 5,--,--,--,--,--,--,--,--,--,--,--,--,--,NA
Leg - Shaft 4,--,--,--,--,--,--,--,--,--,--,--,--,--,NA
Leg - Shaft 3,--,--,--,--,--,1,--,3,8.8,M12,418.1,97.1,4.3,KO
Leg - Shaft 2,--,--,--,--,--,--,--,--,--,--,--,--,--,NA
Leg - Shaft 1,--,--,--,--,--,1,--,6,8.8,M12,477.7,194.2,2.46,KO

Shaft connections - Flanged

Member,Flange Diameter,Flange thickness,Flange Steel,Bolts Inscription,Number of bolts,Bolts Diameter,Bolts steel,Ned,Nrd,Ratio,Result

Tilt

Case,Degree,Minute,Distance
SLS - Top,1.581,94.877,261.5
SLS - 2/3,1.263,75.808,144.3
ULS - Top,2.371,142.27,392.2
ULS - 2/3,1.895,113.69,216.5
SLS - 100 km/h,0.608,36.454,100.4
SLS - 120 km/h,0.875,52.491,144.6

Basal Efforts

Case,Ned,Ved,Med
SLS,19.221,20.41,212.169
ULS,25.949,30.615,318.254

Area - Equipments

0.595,0.924,2.444,0.563,0.251,0.251,1.05

Area - Linear equipments

Name,Widht,Shape Coefficient,Weight,Start,End
Other,0.1,1.2,15.0,0.0,20.0

Foundation

Foundation, 
Slab Width (m),--
Slab Height (m),--
Pier Width (m),--
Pier Height (m),--
Soil Self-Weight (kN/m3),--
Allowed Soil Tension (SLS) (Pa),--
Allowed Soil Tension (ULS) (Pa),--

Ratio Foundation

Ratio Foundation,NA

Wind Load

Wind Load,
Country,Portugal-RSA
Wind Zone,B
vb (m/s),30.0
Terrain Category,II
Orographie Coefficient,1.0
q0 (Pa),562.5
Average Wind speed (top) (m/s),29.85
Dynamic Wind Pressure (top) (Pa),1255.0

Ice Load

Snow Load,
Radial ice thickness,0
Increased volumetric weight of ice (kg/m3),0

Reliability Class,0

Flanged Fundation

Embedded,Flange Widht (mm),Flange Thickness (mm),Flange Steel,Bolt Diameter,Number of bolts,Bolt Steel,Ned (kN),Nrd (kN),Ratio,Check
Yes,--,--,--,--,--,--,--,--,--,--

Area Left,0
