Bars

Member,Profile,Steel,Slenderness,NtRd,NbRd,Ned,Ratio,Result
Leg - Shaft 9,Ø 114.3x6.3,S355,50.9,758.8,566.0,43.8,0.08,OK
Leg - Shaft 8,Ø 114.3x6.3,S355,34.6,758.8,659.4,150.6,0.23,OK
Leg - Shaft 7,Ø 139.7x8.0,S355,41.8,1175.0,959.6,274.6,0.29,OK
Leg - Shaft 6,Ø 139.7x8.0,S355,41.8,1175.0,959.6,381.3,0.4,OK
Leg - Shaft 5,Ø 139.7x8.0,S355,41.8,1175.0,959.6,478.8,0.5,OK
Leg - Shaft 4,Ø 193.7x8.0,S355,29.6,1656.8,1497.3,574.6,0.38,OK
Leg - Shaft 3,Ø 193.7x8.0,S355,29.6,1656.8,1497.3,671.6,0.45,OK
Leg - Shaft 2,Ø 193.7x8.0,S355,29.6,1656.8,1497.3,767.7,0.51,OK
Leg - Shaft 1,Ø 219.1x10.0,S355,26.3,2332.0,2160.3,832.1,0.39,OK
Diagonal Bar - Shaft 9,Ø 76.1x5.0,S275,70.0,307.1,202.2,26.3,0.13,OK
Diagonal Bar - Shaft 8,Ø 76.1x5.0,S275,57.7,307.1,229.3,36.5,0.16,OK
Diagonal Bar - Shaft 7,Ø 76.1x5.0,S275,78.5,307.1,183.4,30.5,0.17,OK
Diagonal Bar - Shaft 6,Ø 76.1x5.0,S275,89.9,307.1,159.5,30.8,0.19,OK
Diagonal Bar - Shaft 5,Ø 76.1x5.0,S275,102.3,307.1,136.4,32.5,0.24,OK
Diagonal Bar - Shaft 4,Ø 88.9x5.0,S275,97.8,362.4,170.6,36.8,0.22,OK
Diagonal Bar - Shaft 3,Ø 88.9x5.0,S275,109.1,362.4,147.7,41.2,0.28,OK
Diagonal Bar - Shaft 2,Ø 88.9x5.0,S275,120.8,362.4,127.7,42.3,0.33,OK
Diagonal Bar - Shaft 1,Ø 88.9x5.0,S355,78.1,467.9,246.6,42.1,0.17,OK
Horizontal Bar - Shaft 9,Ø 76.1x5.0,S275,44.4,307.1,256.8,12.4,0.05,OK
Horizontal Bar - Shaft 8,Ø 76.1x5.0,S275,44.4,307.1,256.8,26.2,0.1,OK
Horizontal Bar - Shaft 7,Ø 76.1x5.0,S275,44.4,307.1,256.8,25.3,0.1,OK
Horizontal Bar - Shaft 6,Ø 76.1x5.0,S275,69.4,307.1,203.5,24.1,0.12,OK
Horizontal Bar - Shaft 5,Ø 76.1x5.0,S275,84.4,307.1,170.9,27.1,0.16,OK
Horizontal Bar - Shaft 4,Ø 88.9x5.0,S275,84.2,362.4,202.0,31.7,0.16,OK
Horizontal Bar - Shaft 3,Ø 88.9x5.0,S275,96.9,362.4,172.4,36.5,0.21,OK
Horizontal Bar - Shaft 2,Ø 88.9x5.0,S275,109.6,362.4,146.7,39.3,0.27,OK
Horizontal Bar - Shaft 1,Ø 88.9x5.0,S355,56.9,467.9,325.9,42.6,0.13,OK

Connections

Member,Plate thickness,e1,e2,p1,p2,Steel Plate,Number of bolts,Bolts Size,Bolts steel,Ned,NRd,Ratio,Result
Diagonal Bar - Shaft 9,--,--,--,--,--,--,--,--,--,--,--,--,Welded
Diagonal Bar - Shaft 8,--,--,--,--,--,--,--,--,--,--,--,--,Welded
Diagonal Bar - Shaft 7,--,--,--,--,--,--,--,--,--,--,--,--,Welded
Diagonal Bar - Shaft 6,--,--,--,--,--,--,--,--,--,--,--,--,Welded
Diagonal Bar - Shaft 5,--,--,--,--,--,--,--,--,--,--,--,--,Welded
Diagonal Bar - Shaft 4,--,--,--,--,--,--,--,--,--,--,--,--,Welded
Diagonal Bar - Shaft 3,--,--,--,--,--,--,--,--,--,--,--,--,Welded
Diagonal Bar - Shaft 2,--,--,--,--,--,--,--,--,--,--,--,--,Welded
Diagonal Bar - Shaft 1,--,--,--,--,--,--,--,--,--,--,--,--,Welded
Horizontal Bar - Shaft 9,--,--,--,--,--,--,--,--,--,--,--,--,Welded
Horizontal Bar - Shaft 8,--,--,--,--,--,--,--,--,--,--,--,--,Welded
Horizontal Bar - Shaft 7,--,--,--,--,--,--,--,--,--,--,--,--,Welded
Horizontal Bar - Shaft 6,--,--,--,--,--,--,--,--,--,--,--,--,Welded
Horizontal Bar - Shaft 5,--,--,--,--,--,--,--,--,--,--,--,--,Welded
Horizontal Bar - Shaft 4,--,--,--,--,--,--,--,--,--,--,--,--,Welded
Horizontal Bar - Shaft 3,--,--,--,--,--,--,--,--,--,--,--,--,Welded
Horizontal Bar - Shaft 2,--,--,--,--,--,--,--,--,--,--,--,--,Welded
Horizontal Bar - Shaft 1,--,--,--,--,--,--,--,--,--,--,--,--,Welded

Shaft connections - Bolted 

Member,Plate thickness,e1,e2,p1,p2,Number of plates,Steel Plate,Number of bolts,Bolts Size,Bolts steel,NRd,Ned,Ratio,Result

Shaft connections - Flanged

Member,Flange Diameter,Flange thickness,Flange Steel,Bolts Inscription,Number of bolts,Bolts Diameter,Bolts steel,Ned,Nrd,Ratio,Result
Leg - Shaft 9,--,--,--,--,--,--,--,--,--,--,NA
Leg - Shaft 8,--,--,--,--,--,--,--,--,--,--,NA
Leg - Shaft 7,--,--,--,--,--,--,--,--,--,--,NA
Leg - Shaft 6,--,--,--,--,--,--,--,--,--,--,NA
Leg - Shaft 5,--,--,--,--,--,--,--,--,--,--,NA
Leg - Shaft 4,--,--,--,--,--,--,--,--,--,--,NA
Leg - Shaft 3,--,--,--,--,--,--,--,--,--,--,NA
Leg - Shaft 2,--,--,--,--,--,--,--,--,--,--,NA
Leg - Shaft 1,--,--,--,--,--,--,--,--,--,--,NA
Base Flange,--,--,--,--,--,--,--,--,--,--,NA

Tilt

Case,Degree,Minute,Distance
SLS - Top,0.442,26.548,217.7
SLS - 2/3,0.34,20.427,103.6
ULS - Top,0.708,42.476,348.3
ULS - 2/3,0.545,32.683,165.8
SLS - 100 km/h,0.109,6.544,53.7
SLS - 120 km/h,0.157,9.424,77.3

Basal Efforts

Case,Ned,Ted,Med
SLS,129.928,84.293,2415.591
ULS,155.914,134.869,3864.946

Area - Equipments

0.533,1.204,2.4,1.113,0.98,0.129,0.153,0.153,0.173,0.18,0.255,0.214,0.336,0.316,0.092,0.147,0.15,0.48

Area - Linear equipments

Name,Widht,Shape Coefficient,Weight,Start,End
Other,0.125,1.2,15.0,0.0,50.6

Foundation

Foundation, 
Slab Width (m),--
Slab Height (m),--
Pier Width (m),--
Pier Height (m),--
Soil Self-Weight (kN/m3),--
Allowed Soil Tension (SLS) (Pa),--
Allowed Soil Tension (ULS) (Pa),--

Ratio Foundation

Ratio Foundation,NA

Wind Load

Wind Load,
Country,Portugal
Wind Zone,B
vb (m/s),30.0
Terrain Category,II
Orographie Coefficient,1.0
q0 (Pa),562.5
Average Wind speed (top) (m/s),39.45
Dynamic Wind Pressure (top) (Pa),1956.0

Ice Load

Snow Load,
Radial ice thickness,0
Increased volumetric weight of ice (kg/m3),0

Reliability Class,3

Flanged Fundation

Embedded,Flange Widht (mm),Flange Thickness (mm),Flange Steel,Bolt Diameter,Number of bolts,Bolt Steel,Ned (kN),Nrd (kN),Ratio,Check
--,--,--,--,--,--,--,--,--,--,NA

