Nodes
ID,Title,X,Y,Z,Type
26,Connection Shaft 26 - Shaft 1,517.500,-517.500,6000.000,Connection Shaft
27,Connection Shaft 27 - Shaft 1,-517.500,-517.500,6000.000,Connection Shaft
28,Connection Shaft 28 - Shaft 1,-517.500,517.500,6000.000,Connection Shaft
29,Connection Bracings 29 - Shaft 2,508.333,508.333,7000.000,Connection Bracer
30,Connection Bracings 30 - Shaft 2,508.333,-508.333,7000.000,Connection Bracer
31,Connection Bracings 31 - Shaft 2,-508.333,-508.333,7000.000,Connection Bracer
32,Connection Bracings 32 - Shaft 2,-508.333,508.333,7000.000,Connection Bracer
33,Connection Bracings 33 - Shaft 2,499.167,499.167,8000.000,Connection Bracer
34,Connection Bracings 34 - Shaft 2,499.167,-499.167,8000.000,Connection Bracer
35,Connection Bracings 35 - Shaft 2,-499.167,-499.167,8000.000,Connection Bracer
36,Connection Bracings 36 - Shaft 2,-499.167,499.167,8000.000,Connection Bracer
37,Connection Bracings 37 - Shaft 2,490.000,490.000,9000.000,Connection Bracer
38,Connection Bracings 38 - Shaft 2,490.000,-490.000,9000.000,Connection Bracer
39,Connection Bracings 39 - Shaft 2,-490.000,-490.000,9000.000,Connection Bracer
40,Connection Bracings 40 - Shaft 2,-490.000,490.000,9000.000,Connection Bracer
41,Connection Bracings 41 - Shaft 2,480.833,480.833,10000.000,Connection Bracer
42,Connection Bracings 42 - Shaft 2,480.833,-480.833,10000.000,Connection Bracer
43,Connection Bracings 43 - Shaft 2,-480.833,-480.833,10000.000,Connection Bracer
44,Connection Bracings 44 - Shaft 2,-480.833,480.833,10000.000,Connection Bracer
45,Connection Bracings 45 - Shaft 2,471.667,471.667,11000.000,Connection Bracer
46,Connection Bracings 46 - Shaft 2,471.667,-471.667,11000.000,Connection Bracer
47,Connection Bracings 47 - Shaft 2,-471.667,-471.667,11000.000,Connection Bracer
48,Connection Bracings 48 - Shaft 2,-471.667,471.667,11000.000,Connection Bracer
49,Connection Shaft 49 - Shaft 2,462.500,462.500,12000.000,Connection Shaft
50,Connection Shaft 50 - Shaft 2,462.500,-462.500,12000.000,Connection Shaft
51,Connection Shaft 51 - Shaft 2,-462.500,-462.500,12000.000,Connection Shaft
52,Connection Shaft 52 - Shaft 2,-462.500,462.500,12000.000,Connection Shaft
53,Connection Bracings 53 - Shaft 3,453.333,453.333,13000.000,Connection Bracer
54,Connection Bracings 54 - Shaft 3,453.333,-453.333,13000.000,Connection Bracer
55,Connection Bracings 55 - Shaft 3,-453.333,-453.333,13000.000,Connection Bracer
56,Connection Bracings 56 - Shaft 3,-453.333,453.333,13000.000,Connection Bracer
57,Connection Bracings 57 - Shaft 3,444.167,444.167,14000.000,Connection Bracer
58,Connection Bracings 58 - Shaft 3,444.167,-444.167,14000.000,Connection Bracer
59,Connection Bracings 59 - Shaft 3,-444.167,-444.167,14000.000,Connection Bracer
60,Connection Bracings 60 - Shaft 3,-444.167,444.167,14000.000,Connection Bracer
61,Connection Bracings 61 - Shaft 3,435.000,435.000,15000.000,Connection Bracer
62,Connection Bracings 62 - Shaft 3,435.000,-435.000,15000.000,Connection Bracer
63,Connection Bracings 63 - Shaft 3,-435.000,-435.000,15000.000,Connection Bracer
64,Connection Bracings 64 - Shaft 3,-435.000,435.000,15000.000,Connection Bracer
65,Connection Bracings 65 - Shaft 3,425.833,425.833,16000.000,Connection Bracer
66,Connection Bracings 66 - Shaft 3,425.833,-425.833,16000.000,Connection Bracer
67,Connection Bracings 67 - Shaft 3,-425.833,-425.833,16000.000,Connection Bracer
68,Connection Bracings 68 - Shaft 3,-425.833,425.833,16000.000,Connection Bracer
69,Connection Bracings 69 - Shaft 3,416.667,416.667,17000.000,Connection Bracer
70,Connection Bracings 70 - Shaft 3,416.667,-416.667,17000.000,Connection Bracer
71,Connection Bracings 71 - Shaft 3,-416.667,-416.667,17000.000,Connection Bracer
72,Connection Bracings 72 - Shaft 3,-416.667,416.667,17000.000,Connection Bracer
73,Connection Shaft 73 - Shaft 3,407.500,407.500,18000.000,Connection Shaft
74,Connection Shaft 74 - Shaft 3,407.500,-407.500,18000.000,Connection Shaft
75,Connection Shaft 75 - Shaft 3,-407.500,-407.500,18000.000,Connection Shaft
76,Connection Shaft 76 - Shaft 3,-407.500,407.500,18000.000,Connection Shaft
77,Connection Bracings 77 - Shaft 4,398.333,398.333,19000.000,Connection Bracer
78,Connection Bracings 78 - Shaft 4,398.333,-398.333,19000.000,Connection Bracer
79,Connection Bracings 79 - Shaft 4,-398.333,-398.333,19000.000,Connection Bracer
80,Connection Bracings 80 - Shaft 4,-398.333,398.333,19000.000,Connection Bracer
81,Connection Bracings 81 - Shaft 4,389.167,389.167,20000.000,Connection Bracer
82,Connection Bracings 82 - Shaft 4,389.167,-389.167,20000.000,Connection Bracer
83,Connection Bracings 83 - Shaft 4,-389.167,-389.167,20000.000,Connection Bracer
84,Connection Bracings 84 - Shaft 4,-389.167,389.167,20000.000,Connection Bracer
85,Connection Bracings 85 - Shaft 4,380.000,380.000,21000.000,Connection Bracer
86,Connection Bracings 86 - Shaft 4,380.000,-380.000,21000.000,Connection Bracer
87,Connection Bracings 87 - Shaft 4,-380.000,-380.000,21000.000,Connection Bracer
88,Connection Bracings 88 - Shaft 4,-380.000,380.000,21000.000,Connection Bracer
89,Connection Bracings 89 - Shaft 4,370.833,370.833,22000.000,Connection Bracer
90,Connection Bracings 90 - Shaft 4,370.833,-370.833,22000.000,Connection Bracer
91,Connection Bracings 91 - Shaft 4,-370.833,-370.833,22000.000,Connection Bracer
92,Connection Bracings 92 - Shaft 4,-370.833,370.833,22000.000,Connection Bracer
93,Connection Bracings 93 - Shaft 4,361.667,361.667,23000.000,Connection Bracer
94,Connection Bracings 94 - Shaft 4,361.667,-361.667,23000.000,Connection Bracer
95,Connection Bracings 95 - Shaft 4,-361.667,-361.667,23000.000,Connection Bracer
96,Connection Bracings 96 - Shaft 4,-361.667,361.667,23000.000,Connection Bracer
97,Connection Shaft 97 - Shaft 4,352.500,352.500,24000.000,Connection Shaft
98,Connection Shaft 98 - Shaft 4,352.500,-352.500,24000.000,Connection Shaft
99,Connection Shaft 99 - Shaft 4,-352.500,-352.500,24000.000,Connection Shaft
100,Connection Shaft 100 - Shaft 4,-352.500,352.500,24000.000,Connection Shaft

Lines
ID,Title,Start_Node_ID,End_Node_ID,Type,Type_of_Profile,Line_Profile,Steel_Type,Is_Welded,N_Bolts,Type_of_Shape,Top_Bars,Middle_Bars
1,Leg 1 - Shaft 1,1,5,Leg,angle,L80x80x8,S275,0,0,Alternating Diagonal,yes,no
2,Leg 2 - Shaft 1,2,6,Leg,angle,L80x80x8,S275,0,0,Alternating Diagonal,yes,no
3,Leg 3 - Shaft 1,3,7,Leg,angle,L80x80x8,S275,0,0,Alternating Diagonal,yes,no
4,Leg 4 - Shaft 1,4,8,Leg,angle,L80x80x8,S275,0,0,Alternating Diagonal,yes,no
5,Leg 5 - Shaft 1,5,9,Leg,angle,L80x80x8,S275,0,0,Alternating Diagonal,yes,no
6,Leg 6 - Shaft 1,6,10,Leg,angle,L80x80x8,S275,0,0,Alternating Diagonal,yes,no
7,Leg 7 - Shaft 1,7,11,Leg,angle,L80x80x8,S275,0,0,Alternating Diagonal,yes,no
8,Leg 8 - Shaft 1,8,12,Leg,angle,L80x80x8,S275,0,0,Alternating Diagonal,yes,no
9,Leg 9 - Shaft 1,9,13,Leg,angle,L80x80x8,S275,0,0,Alternating Diagonal,yes,no
10,Leg 10 - Shaft 1,10,14,Leg,angle,L80x80x8,S275,0,0,Alternating Diagonal,yes,no
11,Leg 11 - Shaft 1,11,15,Leg,angle,L80x80x8,S275,0,0,Alternating Diagonal,yes,no
12,Leg 12 - Shaft 1,12,16,Leg,angle,L80x80x8,S275,0,0,Alternating Diagonal,yes,no
13,Leg 13 - Shaft 1,13,17,Leg,angle,L80x80x8,S275,0,0,Alternating Diagonal,yes,no
14,Leg 14 - Shaft 1,14,18,Leg,angle,L80x80x8,S275,0,0,Alternating Diagonal,yes,no
15,Leg 15 - Shaft 1,15,19,Leg,angle,L80x80x8,S275,0,0,Alternating Diagonal,yes,no
16,Leg 16 - Shaft 1,16,20,Leg,angle,L80x80x8,S275,0,0,Alternating Diagonal,yes,no
17,Leg 17 - Shaft 1,17,21,Leg,angle,L80x80x8,S275,0,0,Alternating Diagonal,yes,no
18,Leg 18 - Shaft 1,18,22,Leg,angle,L80x80x8,S275,0,0,Alternating Diagonal,yes,no
19,Leg 19 - Shaft 1,19,23,Leg,angle,L80x80x8,S275,0,0,Alternating Diagonal,yes,no
20,Leg 20 - Shaft 1,20,24,Leg,angle,L80x80x8,S275,0,0,Alternating Diagonal,yes,no
21,Leg 21 - Shaft 1,21,25,Leg,angle,L80x80x8,S275,0,0,Alternating Diagonal,yes,no
22,Leg 22 - Shaft 1,22,26,Leg,angle,L80x80x8,S275,0,0,Alternating Diagonal,yes,no
23,Leg 23 - Shaft 1,23,27,Leg,angle,L80x80x8,S275,0,0,Alternating Diagonal,yes,no
24,Leg 24 - Shaft 1,24,28,Leg,angle,L80x80x8,S275,0,0,Alternating Diagonal,yes,no
25,Diagonal Bar 25 - Shaft 1,1,6,Diagonal Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
26,Diagonal Bar 26 - Shaft 1,2,7,Diagonal Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
27,Diagonal Bar 27 - Shaft 1,3,8,Diagonal Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
28,Diagonal Bar 28 - Shaft 1,4,5,Diagonal Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
29,Diagonal Bar 29 - Shaft 1,6,9,Diagonal Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
30,Diagonal Bar 30 - Shaft 1,7,10,Diagonal Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
31,Diagonal Bar 31 - Shaft 1,8,11,Diagonal Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
32,Diagonal Bar 32 - Shaft 1,5,12,Diagonal Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
33,Diagonal Bar 33 - Shaft 1,9,14,Diagonal Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
34,Diagonal Bar 34 - Shaft 1,10,15,Diagonal Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
35,Diagonal Bar 35 - Shaft 1,11,16,Diagonal Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
36,Diagonal Bar 36 - Shaft 1,12,13,Diagonal Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
37,Diagonal Bar 37 - Shaft 1,14,17,Diagonal Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
38,Diagonal Bar 38 - Shaft 1,15,18,Diagonal Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
39,Diagonal Bar 39 - Shaft 1,16,19,Diagonal Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
40,Diagonal Bar 40 - Shaft 1,13,20,Diagonal Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
41,Diagonal Bar 41 - Shaft 1,17,22,Diagonal Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
42,Diagonal Bar 42 - Shaft 1,18,23,Diagonal Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
43,Diagonal Bar 43 - Shaft 1,19,24,Diagonal Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
44,Diagonal Bar 44 - Shaft 1,20,21,Diagonal Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
45,Diagonal Bar 45 - Shaft 1,22,25,Diagonal Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
46,Diagonal Bar 46 - Shaft 1,23,26,Diagonal Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
47,Diagonal Bar 47 - Shaft 1,24,27,Diagonal Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
48,Diagonal Bar 48 - Shaft 1,21,28,Diagonal Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
49,Horizontal Bar 49 - Shaft 1,25,26,Horizontal Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
50,Horizontal Bar 50 - Shaft 1,26,27,Horizontal Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
51,Horizontal Bar 51 - Shaft 1,27,28,Horizontal Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
52,Horizontal Bar 52 - Shaft 1,28,25,Horizontal Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
53,External Manual Bar 53 - Shaft 1,14,15,Manual Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
54,External Manual Bar 54 - Shaft 1,15,16,Manual Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
55,External Manual Bar 55 - Shaft 1,16,13,Manual Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
56,External Manual Bar 56 - Shaft 1,13,14,Manual Bar,angle,L60x60x6,S275,Yes,0,Alternating Diagonal,yes,no
57,Leg 57 - Shaft 2,25,29,Leg,angle,L70x70x7,S275,0,0,Alternating Diagonal,yes,no
58,Leg 58 - Shaft 2,26,30,Leg,angle,L70x70x7,S275,0,0,Alternating Diagonal,yes,no
59,Leg 59 - Shaft 2,27,31,Leg,angle,L70x70x7,S275,0,0,Alternating Diagonal,yes,no
60,Leg 60 - Shaft 2,28,32,Leg,angle,L70x70x7,S275,0,0,Alternating Diagonal,yes,no
61,Leg 61 - Shaft 2,29,33,Leg,angle,L70x70x7,S275,0,0,Alternating Diagonal,yes,no
62,Leg 62 - Shaft 2,30,34,Leg,angle,L70x70x7,S275,0,0,Alternating Diagonal,yes,no
63,Leg 63 - Shaft 2,31,35,Leg,angle,L70x70x7,S275,0,0,Alternating Diagonal,yes,no
64,Leg 64 - Shaft 2,32,36,Leg,angle,L70x70x7,S275,0,0,Alternating Diagonal,yes,no
65,Leg 65 - Shaft 2,33,37,Leg,angle,L70x70x7,S275,0,0,Alternating Diagonal,yes,no
66,Leg 66 - Shaft 2,34,38,Leg,angle,L70x70x7,S275,0,0,Alternating Diagonal,yes,no
67,Leg 67 - Shaft 2,35,39,Leg,angle,L70x70x7,S275,0,0,Alternating Diagonal,yes,no
68,Leg 68 - Shaft 2,36,40,Leg,angle,L70x70x7,S275,0,0,Alternating Diagonal,yes,no
69,Leg 69 - Shaft 2,37,41,Leg,angle,L70x70x7,S275,0,0,Alternating Diagonal,yes,no
70,Leg 70 - Shaft 2,38,42,Leg,angle,L70x70x7,S275,0,0,Alternating Diagonal,yes,no
71,Leg 71 - Shaft 2,39,43,Leg,angle,L70x70x7,S275,0,0,Alternating Diagonal,yes,no
72,Leg 72 - Shaft 2,40,44,Leg,angle,L70x70x7,S275,0,0,Alternating Diagonal,yes,no
73,Leg 73 - Shaft 2,41,45,Leg,angle,L70x70x7,S275,0,0,Alternating Diagonal,yes,no
74,Leg 74 - Shaft 2,42,46,Leg,angle,L70x70x7,S275,0,0,Alternating Diagonal,yes,no
75,Leg 75 - Shaft 2,43,47,Leg,angle,L70x70x7,S275,0,0,Alternating Diagonal,yes,no
76,Leg 76 - Shaft 2,44,48,Leg,angle,L70x70x7,S275,0,0,Alternating Diagonal,yes,no
77,Leg 77 - Shaft 2,45,49,Leg,angle,L70x70x7,S275,0,0,Alternating Diagonal,yes,no
78,Leg 78 - Shaft 2,46,50,Leg,angle,L70x70x7,S275,0,0,Alternating Diagonal,yes,no
79,Leg 79 - Shaft 2,47,51,Leg,angle,L70x70x7,S275,0,0,Alternating Diagonal,yes,no
80,Leg 80 - Shaft 2,48,52,Leg,angle,L70x70x7,S275,0,0,Alternating Diagonal,yes,no
81,Diagonal Bar 81 - Shaft 2,25,30,Diagonal Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
82,Diagonal Bar 82 - Shaft 2,26,31,Diagonal Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
83,Diagonal Bar 83 - Shaft 2,27,32,Diagonal Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
84,Diagonal Bar 84 - Shaft 2,28,29,Diagonal Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
85,Diagonal Bar 85 - Shaft 2,30,33,Diagonal Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
86,Diagonal Bar 86 - Shaft 2,31,34,Diagonal Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
87,Diagonal Bar 87 - Shaft 2,32,35,Diagonal Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
88,Diagonal Bar 88 - Shaft 2,29,36,Diagonal Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
89,Diagonal Bar 89 - Shaft 2,33,38,Diagonal Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
90,Diagonal Bar 90 - Shaft 2,34,39,Diagonal Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
91,Diagonal Bar 91 - Shaft 2,35,40,Diagonal Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
92,Diagonal Bar 92 - Shaft 2,36,37,Diagonal Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
93,Diagonal Bar 93 - Shaft 2,38,41,Diagonal Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
94,Diagonal Bar 94 - Shaft 2,39,42,Diagonal Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
95,Diagonal Bar 95 - Shaft 2,40,43,Diagonal Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
96,Diagonal Bar 96 - Shaft 2,37,44,Diagonal Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
97,Diagonal Bar 97 - Shaft 2,41,46,Diagonal Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
98,Diagonal Bar 98 - Shaft 2,42,47,Diagonal Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
99,Diagonal Bar 99 - Shaft 2,43,48,Diagonal Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
100,Diagonal Bar 100 - Shaft 2,44,45,Diagonal Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
101,Diagonal Bar 101 - Shaft 2,46,49,Diagonal Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
102,Diagonal Bar 102 - Shaft 2,47,50,Diagonal Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
103,Diagonal Bar 103 - Shaft 2,48,51,Diagonal Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
104,Diagonal Bar 104 - Shaft 2,45,52,Diagonal Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
105,Horizontal Bar 105 - Shaft 2,49,50,Horizontal Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
106,Horizontal Bar 106 - Shaft 2,50,51,Horizontal Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
107,Horizontal Bar 107 - Shaft 2,51,52,Horizontal Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
108,Horizontal Bar 108 - Shaft 2,52,49,Horizontal Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
109,External Manual Bar 109 - Shaft 2,38,39,Manual Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
110,External Manual Bar 110 - Shaft 2,39,40,Manual Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
111,External Manual Bar 111 - Shaft 2,40,37,Manual Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
112,External Manual Bar 112 - Shaft 2,37,38,Manual Bar,angle,L50x50x5,S275,Yes,0,Alternating Diagonal,yes,no
113,Leg 113 - Shaft 3,49,53,Leg,angle,L60x60x6,S275,0,0,Alternating Diagonal,yes,no
114,Leg 114 - Shaft 3,50,54,Leg,angle,L60x60x6,S275,0,0,Alternating Diagonal,yes,no
115,Leg 115 - Shaft 3,51,55,Leg,angle,L60x60x6,S275,0,0,Alternating Diagonal,yes,no
116,Leg 116 - Shaft 3,52,56,Leg,angle,L60x60x6,S275,0,0,Alternating Diagonal,yes,no
117,Leg 117 - Shaft 3,53,57,Leg,angle,L60x60x6,S275,0,0,Alternating Diagonal,yes,no
118,Leg 118 - Shaft 3,54,58,Leg,angle,L60x60x6,S275,0,0,Alternating Diagonal,yes,no
119,Leg 119 - Shaft 3,55,59,Leg,angle,L60x60x6,S275,0,0,Alternating Diagonal,yes,no
120,Leg 120 - Shaft 3,56,60,Leg,angle,L60x60x6,S275,0,0,Alternating Diagonal,yes,no
121,Leg 121 - Shaft 3,57,61,Leg,angle,L60x60x6,S275,0,0,Alternating Diagonal,yes,no
122,Leg 122 - Shaft 3,58,62,Leg,angle,L60x60x6,S275,0,0,Alternating Diagonal,yes,no
123,Leg 123 - Shaft 3,59,63,Leg,angle,L60x60x6,S275,0,0,Alternating Diagonal,yes,no
124,Leg 124 - Shaft 3,60,64,Leg,angle,L60x60x6,S275,0,0,Alternating Diagonal,yes,no
125,Leg 125 - Shaft 3,61,65,Leg,angle,L60x60x6,S275,0,0,Alternating Diagonal,yes,no
126,Leg 126 - Shaft 3,62,66,Leg,angle,L60x60x6,S275,0,0,Alternating Diagonal,yes,no
127,Leg 127 - Shaft 3,63,67,Leg,angle,L60x60x6,S275,0,0,Alternating Diagonal,yes,no
128,Leg 128 - Shaft 3,64,68,Leg,angle,L60x60x6,S275,0,0,Alternating Diagonal,yes,no
129,Leg 129 - Shaft 3,65,69,Leg,angle,L60x60x6,S275,0,0,Alternating Diagonal,yes,no
130,Leg 130 - Shaft 3,66,70,Leg,angle,L60x60x6,S275,0,0,Alternating Diagonal,yes,no
131,Leg 131 - Shaft 3,67,71,Leg,angle,L60x60x6,S275,0,0,Alternating Diagonal,yes,no
132,Leg 132 - Shaft 3,68,72,Leg,angle,L60x60x6,S275,0,0,Alternating Diagonal,yes,no
133,Leg 133 - Shaft 3,69,73,Leg,angle,L60x60x6,S275,0,0,Alternating Diagonal,yes,no
134,Leg 134 - Shaft 3,70,74,Leg,angle,L60x60x6,S275,0,0,Alternating Diagonal,yes,no
135,Leg 135 - Shaft 3,71,75,Leg,angle,L60x60x6,S275,0,0,Alternating Diagonal,yes,no
136,Leg 136 - Shaft 3,72,76,Leg,angle,L60x60x6,S275,0,0,Alternating Diagonal,yes,no
137,Diagonal Bar 137 - Shaft 3,49,54,Diagonal Bar,angle,L40x40x4,S275,Yes,0,Alternating Diagonal,yes,no
138,Diagonal Bar 138 - Shaft 3,50,55,Diagonal Bar,angle,L40x40x4,S275,Yes,0,Alternating Diagonal,yes,no
139,Diagonal Bar 139 - Shaft 3,51,56,Diagonal Bar,angle,L40x40x4,S275,Yes,0,Alternating Diagonal,yes,no
140,Diagonal Bar 140 - Shaft 3,52,53,Diagonal Bar,angle,L40x40x4,S275,Yes,0,Alternating Diagonal,yes,no
141,Diagonal Bar 141 - Shaft 3,54,57,Diagonal Bar,angle,L40x40x4,S275,Yes,0,Alternating Diagonal,yes,no
142,Diagonal Bar 142 - Shaft 3,55,58,Diagonal Bar,angle,L40x40x4,S275,Yes,0,Alternating Diagonal,yes,no
143,Diagonal Bar 143 - Shaft 3,56,59,Diagonal Bar,angle,L40x40x4,S275,Yes,0,Alternating Diagonal,yes,no
144,Diagonal Bar 144 - Shaft 3,53,60,Diagonal Bar,angle,L40x40x4,S275,Yes,0,Alternating Diagonal,yes,no
145,Diagonal Bar 145 - Shaft 3,57,62,Diagonal Bar,angle,L40x40x4,S275,Yes,0,Alternating Diagonal,yes,no
146,Diagonal Bar 146 - Shaft 3,58,63,Diagonal Bar,angle,L40x40x4,S275,Yes,0,Alternating Diagonal,yes,no
147,Diagonal Bar 147 - Shaft 3,59,64,Diagonal Bar,angle,L40x40x4,S275,Yes,0,Alternating Diagonal,yes,no
148,Diagonal Bar 148 - Shaft 3,60,61,Diagonal Bar,angle,L40x40x4,S275,Yes,0,Alternating Diagonal,yes,no
149,Diagonal Bar 149 - Shaft 3,62,65,Diagonal Bar,angle,L40x40x4,S275,Yes,0,Alternating Diagonal,yes,no
150,Diagonal Bar 150 - Shaft 3,63,66,Diagonal Bar,angle,L40x40x4,S275,Yes,0,Alternating Diagonal,yes,no
151,Diagonal Bar 151 - Shaft 3,64,67,Diagonal Bar,angle,L40x40x4,S275,Yes,0,Alternating Diagonal,yes,no
152,Diagonal Bar 152 - Shaft 3,61,68,Diagonal Bar,angle,L40x40x4,S275,Yes,0,Alternating Diagonal,yes,no
153,Diagonal Bar 153 - Shaft 3,65,70,Diagonal Bar,angle,L40x40x4,S275,Yes,0,Alternating Diagonal,yes,no
154,Diagonal Bar 154 - Shaft 3,66,71,Diagonal Bar,angle,L40x40x4,S275,Yes,0,Alternating Diagonal,yes,no
155,Diagonal Bar 155 - Shaft 3,67,72,Diagonal Bar,angle,L40x40x4,S275,Yes,0,Alternating Diagonal,yes,no
