Nodes
ID,Title,X,Y,Z,Type
35,Connection Shaft 35 - Shaft 3,1083.975,-1877.500,17505.000,Connection Shaft
36,Connection Shaft 36 - Shaft 3,-2167.950,0.000,17505.000,Connection Shaft
37,Connection Bracings 37 - Shaft 4,1032.206,1787.833,19450.000,Connection Bracer
38,Connection Bracings 38 - Shaft 4,1032.206,-1787.833,19450.000,Connection Bracer
39,Connection Bracings 39 - Shaft 4,-2064.412,0.000,19450.000,Connection Bracer
40,Connection Bracings 40 - Shaft 4,980.437,1698.167,21395.000,Connection Bracer
41,Connection Bracings 41 - Shaft 4,980.437,-1698.167,21395.000,Connection Bracer
42,Connection Bracings 42 - Shaft 4,-1960.874,0.000,21395.000,Connection Bracer
43,Connection Shaft 43 - Shaft 4,928.668,1608.500,23340.000,Connection Shaft
44,Connection Shaft 44 - Shaft 4,928.668,-1608.500,23340.000,Connection Shaft
45,Connection Shaft 45 - Shaft 4,-1857.336,0.000,23340.000,Connection Shaft
46,Connection Bracings 46 - Shaft 5,876.803,1518.667,25285.000,Connection Bracer
47,Connection Bracings 47 - Shaft 5,876.803,-1518.667,25285.000,Connection Bracer
48,Connection Bracings 48 - Shaft 5,-1753.605,0.000,25285.000,Connection Bracer
49,Connection Bracings 49 - Shaft 5,824.937,1428.833,27230.000,Connection Bracer
50,Connection Bracings 50 - Shaft 5,824.937,-1428.833,27230.000,Connection Bracer
51,Connection Bracings 51 - Shaft 5,-1649.875,0.000,27230.000,Connection Bracer
52,Connection Shaft 52 - Shaft 5,773.072,1339.000,29175.000,Connection Shaft
53,Connection Shaft 53 - Shaft 5,773.072,-1339.000,29175.000,Connection Shaft
54,Connection Shaft 54 - Shaft 5,-1546.144,0.000,29175.000,Connection Shaft
55,Connection Bracings 55 - Shaft 6,721.207,1249.167,31120.000,Connection Bracer
56,Connection Bracings 56 - Shaft 6,721.207,-1249.167,31120.000,Connection Bracer
57,Connection Bracings 57 - Shaft 6,-1442.413,0.000,31120.000,Connection Bracer
58,Connection Bracings 58 - Shaft 6,669.341,1159.333,33065.000,Connection Bracer
59,Connection Bracings 59 - Shaft 6,669.341,-1159.333,33065.000,Connection Bracer
60,Connection Bracings 60 - Shaft 6,-1338.683,0.000,33065.000,Connection Bracer
61,Connection Shaft 61 - Shaft 6,617.476,1069.500,35010.000,Connection Shaft
62,Connection Shaft 62 - Shaft 6,617.476,-1069.500,35010.000,Connection Shaft
63,Connection Shaft 63 - Shaft 6,-1234.952,0.000,35010.000,Connection Shaft
64,Connection Bracings 64 - Shaft 7,565.611,979.667,36955.000,Connection Bracer
65,Connection Bracings 65 - Shaft 7,565.611,-979.667,36955.000,Connection Bracer
66,Connection Bracings 66 - Shaft 7,-1131.222,0.000,36955.000,Connection Bracer
67,Connection Bracings 67 - Shaft 7,513.745,889.833,38900.000,Connection Bracer
68,Connection Bracings 68 - Shaft 7,513.745,-889.833,38900.000,Connection Bracer
69,Connection Bracings 69 - Shaft 7,-1027.491,0.000,38900.000,Connection Bracer
70,Connection Shaft 70 - Shaft 7,461.880,800.000,40845.000,Connection Shaft
71,Connection Shaft 71 - Shaft 7,461.880,-800.000,40845.000,Connection Shaft
72,Connection Shaft 72 - Shaft 7,-923.760,0.000,40845.000,Connection Shaft
73,Connection Bracings 73 - Shaft 8,461.880,800.000,42168.333,Connection Bracer
74,Connection Bracings 74 - Shaft 8,461.880,-800.000,42168.333,Connection Bracer
75,Connection Bracings 75 - Shaft 8,-923.760,0.000,42168.333,Connection Bracer
76,Connection Bracings 76 - Shaft 8,461.880,800.000,43491.667,Connection Bracer
77,Connection Bracings 77 - Shaft 8,461.880,-800.000,43491.667,Connection Bracer
78,Connection Bracings 78 - Shaft 8,-923.760,0.000,43491.667,Connection Bracer
79,Connection Shaft 79 - Shaft 8,461.880,800.000,44815.000,Connection Shaft
80,Connection Shaft 80 - Shaft 8,461.880,-800.000,44815.000,Connection Shaft
81,Connection Shaft 81 - Shaft 8,-923.760,0.000,44815.000,Connection Shaft
82,Connection Bracings 82 - Shaft 9,461.880,800.000,46760.000,Connection Bracer
83,Connection Bracings 83 - Shaft 9,461.880,-800.000,46760.000,Connection Bracer
84,Connection Bracings 84 - Shaft 9,-923.760,0.000,46760.000,Connection Bracer
85,Connection Bracings 85 - Shaft 9,461.880,800.000,48705.000,Connection Bracer
86,Connection Bracings 86 - Shaft 9,461.880,-800.000,48705.000,Connection Bracer
87,Connection Bracings 87 - Shaft 9,-923.760,0.000,48705.000,Connection Bracer
88,Connection Shaft 88 - Shaft 9,461.880,800.000,50650.000,Connection Shaft
89,Connection Shaft 89 - Shaft 9,461.880,-800.000,50650.000,Connection Shaft
90,Connection Shaft 90 - Shaft 9,-923.760,0.000,50650.000,Connection Shaft

Lines
ID,Title,Start_Node_ID,End_Node_ID,Type,Type_of_Profile,Line_Profile,Steel_Type,Is_Welded,N_Bolts,Type_of_Shape,Top_Bars,Middle_Bars
1,Leg 1 - Shaft 1,1,4,Leg,pipe,Ø 219.1x10.0,S355,0,0,Diamond Bracing 2,yes,yes
2,Leg 2 - Shaft 1,2,5,Leg,pipe,Ø 219.1x10.0,S355,0,0,Diamond Bracing 2,yes,yes
3,Leg 3 - Shaft 1,3,6,Leg,pipe,Ø 219.1x10.0,S355,0,0,Diamond Bracing 2,yes,yes
4,Leg 4 - Shaft 1,4,7,Leg,pipe,Ø 219.1x10.0,S355,0,0,Diamond Bracing 2,yes,yes
5,Leg 5 - Shaft 1,5,8,Leg,pipe,Ø 219.1x10.0,S355,0,0,Diamond Bracing 2,yes,yes
6,Leg 6 - Shaft 1,6,9,Leg,pipe,Ø 219.1x10.0,S355,0,0,Diamond Bracing 2,yes,yes
7,Leg 7 - Shaft 1,7,10,Leg,pipe,Ø 219.1x10.0,S355,0,0,Diamond Bracing 2,yes,yes
8,Leg 8 - Shaft 1,8,11,Leg,pipe,Ø 219.1x10.0,S355,0,0,Diamond Bracing 2,yes,yes
9,Leg 9 - Shaft 1,9,12,Leg,pipe,Ø 219.1x10.0,S355,0,0,Diamond Bracing 2,yes,yes
10,Diagonal Bar 10 - Shaft 1,1,13,Diagonal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
11,Diagonal Bar 11 - Shaft 1,2,13,Diagonal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
12,Diagonal Bar 12 - Shaft 1,2,14,Diagonal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
13,Diagonal Bar 13 - Shaft 1,3,14,Diagonal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
14,Diagonal Bar 14 - Shaft 1,3,15,Diagonal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
15,Diagonal Bar 15 - Shaft 1,1,15,Diagonal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
16,Diagonal Bar 16 - Shaft 1,7,13,Diagonal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
17,Diagonal Bar 17 - Shaft 1,8,13,Diagonal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
18,Diagonal Bar 18 - Shaft 1,8,14,Diagonal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
19,Diagonal Bar 19 - Shaft 1,9,14,Diagonal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
20,Diagonal Bar 20 - Shaft 1,9,15,Diagonal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
21,Diagonal Bar 21 - Shaft 1,7,15,Diagonal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
22,Diagonal Bar 22 - Shaft 1,7,16,Diagonal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
23,Diagonal Bar 23 - Shaft 1,8,16,Diagonal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
24,Diagonal Bar 24 - Shaft 1,8,17,Diagonal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
25,Diagonal Bar 25 - Shaft 1,9,17,Diagonal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
26,Diagonal Bar 26 - Shaft 1,9,18,Diagonal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
27,Diagonal Bar 27 - Shaft 1,7,18,Diagonal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
28,Horizontal Bar 28 - Shaft 1,10,16,Horizontal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
29,Horizontal Bar 29 - Shaft 1,16,11,Horizontal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
30,Horizontal Bar 30 - Shaft 1,11,17,Horizontal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
31,Horizontal Bar 31 - Shaft 1,17,12,Horizontal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
32,Horizontal Bar 32 - Shaft 1,12,18,Horizontal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
33,Horizontal Bar 33 - Shaft 1,18,10,Horizontal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
34,Horizontal Bar 34 - Shaft 1,4,13,Horizontal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
35,Horizontal Bar 35 - Shaft 1,13,5,Horizontal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
36,Horizontal Bar 36 - Shaft 1,5,14,Horizontal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
37,Horizontal Bar 37 - Shaft 1,14,6,Horizontal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
38,Horizontal Bar 38 - Shaft 1,6,15,Horizontal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
39,Horizontal Bar 39 - Shaft 1,15,4,Horizontal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
40,Horizontal Bar 40 - Shaft 1,7,8,Horizontal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
41,Horizontal Bar 41 - Shaft 1,8,9,Horizontal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
42,Horizontal Bar 42 - Shaft 1,9,7,Horizontal Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
43,Internal Manual Bar 43 - Shaft 1,17,16,Manual Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
44,Internal Manual Bar 44 - Shaft 1,16,18,Manual Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
45,Internal Manual Bar 45 - Shaft 1,18,17,Manual Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
46,Internal Manual Bar 46 - Shaft 1,13,14,Manual Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
47,Internal Manual Bar 47 - Shaft 1,14,15,Manual Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
48,Internal Manual Bar 48 - Shaft 1,15,13,Manual Bar,pipe,Ø 88.9x5.0,S355,Yes,0,Diamond Bracing 2,yes,yes
49,Leg 49 - Shaft 2,10,19,Leg,pipe,Ø 193.7x8.0,S355,0,0,Panel Bracing,yes,yes
50,Leg 50 - Shaft 2,11,20,Leg,pipe,Ø 193.7x8.0,S355,0,0,Panel Bracing,yes,yes
51,Leg 51 - Shaft 2,12,21,Leg,pipe,Ø 193.7x8.0,S355,0,0,Panel Bracing,yes,yes
52,Leg 52 - Shaft 2,19,22,Leg,pipe,Ø 193.7x8.0,S355,0,0,Panel Bracing,yes,yes
53,Leg 53 - Shaft 2,20,23,Leg,pipe,Ø 193.7x8.0,S355,0,0,Panel Bracing,yes,yes
54,Leg 54 - Shaft 2,21,24,Leg,pipe,Ø 193.7x8.0,S355,0,0,Panel Bracing,yes,yes
55,Leg 55 - Shaft 2,22,25,Leg,pipe,Ø 193.7x8.0,S355,0,0,Panel Bracing,yes,yes
56,Leg 56 - Shaft 2,23,26,Leg,pipe,Ø 193.7x8.0,S355,0,0,Panel Bracing,yes,yes
57,Leg 57 - Shaft 2,24,27,Leg,pipe,Ø 193.7x8.0,S355,0,0,Panel Bracing,yes,yes
58,Diagonal Bar 58 - Shaft 2,10,20,Diagonal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
59,Diagonal Bar 59 - Shaft 2,11,21,Diagonal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
60,Diagonal Bar 60 - Shaft 2,12,19,Diagonal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
61,Diagonal Bar 61 - Shaft 2,19,23,Diagonal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
62,Diagonal Bar 62 - Shaft 2,20,24,Diagonal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
63,Diagonal Bar 63 - Shaft 2,21,22,Diagonal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
64,Diagonal Bar 64 - Shaft 2,22,26,Diagonal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
65,Diagonal Bar 65 - Shaft 2,23,27,Diagonal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
66,Diagonal Bar 66 - Shaft 2,24,25,Diagonal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
67,Horizontal Bar 67 - Shaft 2,25,26,Horizontal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
68,Horizontal Bar 68 - Shaft 2,26,27,Horizontal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
69,Horizontal Bar 69 - Shaft 2,27,25,Horizontal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
70,Horizontal Bar 70 - Shaft 2,19,20,Horizontal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
71,Horizontal Bar 71 - Shaft 2,20,21,Horizontal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
72,Horizontal Bar 72 - Shaft 2,21,19,Horizontal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
73,Horizontal Bar 73 - Shaft 2,22,23,Horizontal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
74,Horizontal Bar 74 - Shaft 2,23,24,Horizontal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
75,Horizontal Bar 75 - Shaft 2,24,22,Horizontal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
76,Leg 76 - Shaft 3,25,28,Leg,pipe,Ø 193.7x8.0,S355,0,0,Panel Bracing,yes,yes
77,Leg 77 - Shaft 3,26,29,Leg,pipe,Ø 193.7x8.0,S355,0,0,Panel Bracing,yes,yes
78,Leg 78 - Shaft 3,27,30,Leg,pipe,Ø 193.7x8.0,S355,0,0,Panel Bracing,yes,yes
79,Leg 79 - Shaft 3,28,31,Leg,pipe,Ø 193.7x8.0,S355,0,0,Panel Bracing,yes,yes
80,Leg 80 - Shaft 3,29,32,Leg,pipe,Ø 193.7x8.0,S355,0,0,Panel Bracing,yes,yes
81,Leg 81 - Shaft 3,30,33,Leg,pipe,Ø 193.7x8.0,S355,0,0,Panel Bracing,yes,yes
82,Leg 82 - Shaft 3,31,34,Leg,pipe,Ø 193.7x8.0,S355,0,0,Panel Bracing,yes,yes
83,Leg 83 - Shaft 3,32,35,Leg,pipe,Ø 193.7x8.0,S355,0,0,Panel Bracing,yes,yes
84,Leg 84 - Shaft 3,33,36,Leg,pipe,Ø 193.7x8.0,S355,0,0,Panel Bracing,yes,yes
85,Diagonal Bar 85 - Shaft 3,25,29,Diagonal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
86,Diagonal Bar 86 - Shaft 3,26,30,Diagonal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
87,Diagonal Bar 87 - Shaft 3,27,28,Diagonal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
88,Diagonal Bar 88 - Shaft 3,28,32,Diagonal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
89,Diagonal Bar 89 - Shaft 3,29,33,Diagonal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
90,Diagonal Bar 90 - Shaft 3,30,31,Diagonal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
91,Diagonal Bar 91 - Shaft 3,31,35,Diagonal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
92,Diagonal Bar 92 - Shaft 3,32,36,Diagonal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
93,Diagonal Bar 93 - Shaft 3,33,34,Diagonal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
94,Horizontal Bar 94 - Shaft 3,34,35,Horizontal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
95,Horizontal Bar 95 - Shaft 3,35,36,Horizontal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
96,Horizontal Bar 96 - Shaft 3,36,34,Horizontal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
97,Horizontal Bar 97 - Shaft 3,28,29,Horizontal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
98,Horizontal Bar 98 - Shaft 3,29,30,Horizontal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
99,Horizontal Bar 99 - Shaft 3,30,28,Horizontal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
100,Horizontal Bar 100 - Shaft 3,31,32,Horizontal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
101,Horizontal Bar 101 - Shaft 3,32,33,Horizontal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
102,Horizontal Bar 102 - Shaft 3,33,31,Horizontal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
103,Leg 103 - Shaft 4,34,37,Leg,pipe,Ø 193.7x8.0,S355,0,0,Panel Bracing,yes,yes
104,Leg 104 - Shaft 4,35,38,Leg,pipe,Ø 193.7x8.0,S355,0,0,Panel Bracing,yes,yes
105,Leg 105 - Shaft 4,36,39,Leg,pipe,Ø 193.7x8.0,S355,0,0,Panel Bracing,yes,yes
106,Leg 106 - Shaft 4,37,40,Leg,pipe,Ø 193.7x8.0,S355,0,0,Panel Bracing,yes,yes
107,Leg 107 - Shaft 4,38,41,Leg,pipe,Ø 193.7x8.0,S355,0,0,Panel Bracing,yes,yes
108,Leg 108 - Shaft 4,39,42,Leg,pipe,Ø 193.7x8.0,S355,0,0,Panel Bracing,yes,yes
109,Leg 109 - Shaft 4,40,43,Leg,pipe,Ø 193.7x8.0,S355,0,0,Panel Bracing,yes,yes
110,Leg 110 - Shaft 4,41,44,Leg,pipe,Ø 193.7x8.0,S355,0,0,Panel Bracing,yes,yes
111,Leg 111 - Shaft 4,42,45,Leg,pipe,Ø 193.7x8.0,S355,0,0,Panel Bracing,yes,yes
112,Diagonal Bar 112 - Shaft 4,34,38,Diagonal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
113,Diagonal Bar 113 - Shaft 4,35,39,Diagonal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
114,Diagonal Bar 114 - Shaft 4,36,37,Diagonal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
115,Diagonal Bar 115 - Shaft 4,37,41,Diagonal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
116,Diagonal Bar 116 - Shaft 4,38,42,Diagonal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
117,Diagonal Bar 117 - Shaft 4,39,40,Diagonal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
118,Diagonal Bar 118 - Shaft 4,40,44,Diagonal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
119,Diagonal Bar 119 - Shaft 4,41,45,Diagonal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
120,Diagonal Bar 120 - Shaft 4,42,43,Diagonal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
121,Horizontal Bar 121 - Shaft 4,43,44,Horizontal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
122,Horizontal Bar 122 - Shaft 4,44,45,Horizontal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
123,Horizontal Bar 123 - Shaft 4,45,43,Horizontal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
124,Horizontal Bar 124 - Shaft 4,37,38,Horizontal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
125,Horizontal Bar 125 - Shaft 4,38,39,Horizontal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
126,Horizontal Bar 126 - Shaft 4,39,37,Horizontal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
127,Horizontal Bar 127 - Shaft 4,40,41,Horizontal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
128,Horizontal Bar 128 - Shaft 4,41,42,Horizontal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
129,Horizontal Bar 129 - Shaft 4,42,40,Horizontal Bar,pipe,Ø 88.9x5.0,S275,Yes,0,Panel Bracing,yes,yes
130,Leg 130 - Shaft 5,43,46,Leg,pipe,Ø 139.7x8.0,S355,0,0,Panel Bracing,yes,yes
131,Leg 131 - Shaft 5,44,47,Leg,pipe,Ø 139.7x8.0,S355,0,0,Panel Bracing,yes,yes
132,Leg 132 - Shaft 5,45,48,Leg,pipe,Ø 139.7x8.0,S355,0,0,Panel Bracing,yes,yes
133,Leg 133 - Shaft 5,46,49,Leg,pipe,Ø 139.7x8.0,S355,0,0,Panel Bracing,yes,yes
134,Leg 134 - Shaft 5,47,50,Leg,pipe,Ø 139.7x8.0,S355,0,0,Panel Bracing,yes,yes
135,Leg 135 - Shaft 5,48,51,Leg,pipe,Ø 139.7x8.0,S355,0,0,Panel Bracing,yes,yes
136,Leg 136 - Shaft 5,49,52,Leg,pipe,Ø 139.7x8.0,S355,0,0,Panel Bracing,yes,yes
137,Leg 137 - Shaft 5,50,53,Leg,pipe,Ø 139.7x8.0,S355,0,0,Panel Bracing,yes,yes
138,Leg 138 - Shaft 5,51,54,Leg,pipe,Ø 139.7x8.0,S355,0,0,Panel Bracing,yes,yes
139,Diagonal Bar 139 - Shaft 5,43,47,Diagonal Bar,pipe,Ø 76.1x5.0,S275,Yes,0,Panel Bracing,yes,yes
140,Diagonal Bar 140 - Shaft 5,44,48,Diagonal Bar,pipe,Ø 76.1x5.0,S275,Yes,0,Panel Bracing,yes,yes
141,Diagonal Bar 141 - Shaft 5,45,46,Diagonal Bar,pipe,Ø 76.1x5.0,S275,Yes,0,Panel Bracing,yes,yes
142,Diagonal Bar 142 - Shaft 5,46,50,Diagonal Bar,pipe,Ø 76.1x5.0,S275,Yes,0,Panel Bracing,yes,yes
